year,irrigation,site,trial,variety,resp_var,resp_val
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,lintyield_kgha,1148.7576643987718
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,gto,39.28786964393482
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,mic,4.1
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,strength_gtex,31.6
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,rd,67.7
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,b,9.1
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,length_mm,29.972
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,uniformity,83.1
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 1646 B2XF,q_score,31.635999999999996
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,lintyield_kgha,1165.3292870037858
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,gto,41.145281018027575
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,mic,5
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,strength_gtex,30.5
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,rd,75.2
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,b,8.2
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,length_mm,27.94
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,uniformity,81
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2038 B3XF,q_score,30.42
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,lintyield_kgha,1116.2336110641997
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,gto,36.73163418290855
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,mic,4.8
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,strength_gtex,31
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,rd,74.8
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,b,8.3
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,length_mm,29.972
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,uniformity,82.5
2020,Dryland,Tift_2020,Tift_dryland_2020,DP 2055 B3XF,q_score,31.661
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,lintyield_kgha,1198.9406490028489
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,gto,39.5729537366548
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,mic,5
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,strength_gtex,29.7
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,rd,73.9
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,b,8.5
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,length_mm,28.955999999999996
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,uniformity,81.4
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 5711 B3XF,q_score,30.908
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,lintyield_kgha,1094.0867333245583
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,gto,37.94068270844991
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,mic,4.9
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,strength_gtex,29.6
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,rd,73.1
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,b,8.5
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,length_mm,28.955999999999996
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,uniformity,83.2
2020,Dryland,Tift_2020,Tift_dryland_2020,NG 4936 B3XF,q_score,31.143
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,lintyield_kgha,1020.8147468936488
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,gto,38.68766404199475
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,mic,4.6
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,strength_gtex,32
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,rd,73.1
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,b,8.4
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,length_mm,28.701999999999995
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,uniformity,81.9
2020,Dryland,Tift_2020,Tift_dryland_2020,PHY 400 W3FE,q_score,30.985999999999994
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,lintyield_kgha,1278.0540090574991
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,gto,41.18792599805259
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,mic,4.8
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,strength_gtex,30.6
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,rd,74.3
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,b,8.2
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,length_mm,27.94
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,uniformity,83.3
2020,Dryland,Tift_2020,Tift_dryland_2020,Px 5C45 W3FE,q_score,30.725
2020,Dryland,Tift_2020,Tift_dryland_2020,ST 4990 B3XF,lintyield_kgha,1182.1701443428972
